Arxiv	776adab0d18e11ea9a8facde48001122	Topological Obstructions To Maximal Slices	gr-qc	http://arxiv.org/abs/0908.3205v1
Arxiv	790fd384d18e11ea9a8facde48001122	Slicing: A New Approach to Privacy Preserving Data Publishing	cs.DB	http://arxiv.org/abs/0909.2290v1
Arxiv	7ab26224d18e11ea9a8facde48001122	A Simple Approach to Constructing Quasi-Sudoku-based Sliced
  Space-Filling Designs	math.CO	http://arxiv.org/abs/1502.05522v1
Arxiv	7c54dba2d18e11ea9a8facde48001122	Cut open null-bordisms and derivatives of slice knots	math.GT	http://arxiv.org/abs/1511.07295v2
Arxiv	7df5ec6cd18e11ea9a8facde48001122	Survivable Probability of Network Slicing with Random Physical Link
  Failure	cs.NI	http://arxiv.org/abs/1710.05640v1
Arxiv	7f94728cd18e11ea9a8facde48001122	Harmonizing 3GPP and NFV description models to provide customized RAN
  slices in 5G networks	cs.NI	http://arxiv.org/abs/1909.01036v1
Arxiv	82c0cc8ad18e11ea9a8facde48001122	Intelligent Network Slicing for V2X Services Towards 5G	cs.NI	http://arxiv.org/abs/1910.01516v1
Arxiv	849e80b0d18e11ea9a8facde48001122	CMC-Slicings of Kottler-Schwarzschild-de Sitter Cosmologies	gr-qc	http://arxiv.org/abs/gr-qc/0501020v2
Arxiv	862ea61cd18e11ea9a8facde48001122	Slices of motivic Landweber spectra	math.AT	http://arxiv.org/abs/0805.3350v2
Arxiv	87d07144d18e11ea9a8facde48001122	Harish-Chandra bimodules for quantized Slodowy slices	math.RT	http://arxiv.org/abs/0807.0339v4
Arxiv	89758cd2d18e11ea9a8facde48001122	A Partial Ordering on Slices of Planar Lagrangians	math.SG	http://arxiv.org/abs/0808.1281v1
Arxiv	8b159f14d18e11ea9a8facde48001122	The structure of the nilpotent cone, the Kazhdan-Lusztig map and
  algebraic group analogues of the Slodowy slices	math.RT	http://arxiv.org/abs/0809.0205v5
Arxiv	8cb7ebb0d18e11ea9a8facde48001122	Relations between slices and quotients of the algebraic cobordism
  spectrum	math.AG	http://arxiv.org/abs/0812.0749v3
Arxiv	8e578660d18e11ea9a8facde48001122	Constant Mean Curvature Slices of the Reissner-Nordström Spacetime	gr-qc	http://arxiv.org/abs/1307.4657v1
Arxiv	8ff71f58d18e11ea9a8facde48001122	An Optimization Method For Slice Interpolation Of Medical Images	cs.CV	http://arxiv.org/abs/1402.0936v2
Arxiv	91bed4f2d18e11ea9a8facde48001122	BMO- and VMO-spaces of slice hyperholomorphic functions	math.CV	http://arxiv.org/abs/1609.01633v1
Arxiv	94cfbbb6d18e11ea9a8facde48001122	Causally consistent dynamic slicing	cs.PL	http://arxiv.org/abs/1610.02327v1
Arxiv	966f55b2d18e11ea9a8facde48001122	Constant mean curvature slicings of Kantowski-Sachs spacetimes	gr-qc	http://arxiv.org/abs/1105.1987v1
Arxiv	97ff68f4d18e11ea9a8facde48001122	The Slice Spectral Sequence for certain $RO(C_{p^n})$-graded Suspensions
  of $H\underline{\mathbb Z}$	math.AT	http://arxiv.org/abs/1510.06056v1
Arxiv	999f47b0d18e11ea9a8facde48001122	A lower bound for the double slice genus	math.GT	http://arxiv.org/abs/1801.04030v3
Arxiv	9b3f457ad18e11ea9a8facde48001122	A Mathematical Characterization of the Performance of the "Multi-Slice"
  Projector	math.NA	http://arxiv.org/abs/1805.03910v1
Arxiv	9cde2090d18e11ea9a8facde48001122	Constant-mean-curvature Slicing of the Swiss-cheese Universe	gr-qc	http://arxiv.org/abs/1812.04753v2
Arxiv	9e6f3bf6d18e11ea9a8facde48001122	Demazure slices of type $A_{2l}^{(2)}$	math.RT	http://arxiv.org/abs/1908.06499v2
Arxiv	a00ed32cd18e11ea9a8facde48001122	Second-order cone representable slices of the positive semidefinite cone
  of size three	math.OC	http://arxiv.org/abs/1909.08937v1
Arxiv	a1aece44d18e11ea9a8facde48001122	Slicing at the Physical Layer	eess.SP	http://arxiv.org/abs/2007.07957v1
